"","rank","port","economy","lon","lat","port_label","year","volume"
"291",41,"Savannah","United States",-81.0998342,32.0835407,"Savannah","2009[6]","2,356"
"292",42,"Balboa","Panama",-117.924131,33.607795,"Balboa","2009[6]","2,012"
"293",43,"Gioia Tauro","Italy",15.8988669,38.4262258,"Gioia Tauro","2009[6]","2,857"
"294",44,"Port Said","Egypt",32.3018661,31.2652893,"Port Said","2009[6]","3,300"
"295",45,"Salalah","Oman",54.1065864,17.0506675,"Salalah","2009[6]","3,490"
"296",46,"Keelung","Taiwan",121.7391833,25.1276033,"Keelung","2009[6]","1,578"
"297",47,"Vancouver","Canada",-123.1207375,49.2827291,"Vancouver","2009[6]","2,492"
"298",48,"Malta Freeport","Malta",14.537637,35.816287,"Malta Freeport","2009[6]","2,260"
"299",49,"Yokohama","Japan",139.6380256,35.4437078,"Yokohama","2009[6]","2,555"
"300",50,"Nagoya","Japan",136.906398,35.1814464,"Nagoya","2009[6]","2,113"
"301",1,"Shanghai","China",121.473701,31.230416,"Shanghai","2008[7]","27,980"
"302",2,"Singapore","Singapore",103.819836,1.352083,"Singapore","2008[7]","29,918"
"303",3,"Shenzhen","China",114.057865,22.543096,"Shenzhen","2008[7]","21,414"
"304",4,"Hong Kong","China",114.109497,22.396428,"Hong Kong","2008[7]","24,248"
"305",5,"Ningbo-Zhoushan","China",121.9880433,29.9016199,"Ningbo/Z-shan","2008[7]","11,226"
"306",6,"Busan","South Korea",129.0756416,35.1795543,"Busan","2008[7]","13,425"
"307",7,"Qingdao","China",120.382609,36.067108,"Qingdao","2008[7]","10,320"
"308",8,"Guangzhou","China",113.264385,23.12911,"Guangzhou","2008[7]","11,001"
"309",9,"Jebel Ali (Dubai)","United Arab Emirates",55.0272904,24.9857145,"Dubai","2008[7]","11,827"
"310",10,"Tianjin","China",117.200983,39.084158,"Tianjin","2008[7]","8,500"
"311",11,"Rotterdam","Netherlands",4.4777325,51.9244201,"Rotterdam","2008[7]","10,784"
"312",12,"Port Klang","Malaysia",101.39283,2.999852,"Port Klang","2008[7]","7,970"
"313",13,"Kaohsiung","Taiwan",120.3014353,22.6272784,"Kaohsiung","2008[7]","9,677"
"314",14,"Dalian","China",121.614682,38.914003,"Dalian","2008[7]","4,503"
"315",15,"Hamburg","Germany",9.9936818,53.5510846,"Hamburg","2008[7]","9,737"
"316",16,"Antwerp","Belgium",4.4024643,51.2194475,"Antwerp","2008[7]","8,663"
"317",17,"Xiamen","China",118.089425,24.479834,"Xiamen","2008[7]","5,035"
"318",18,"Los Angeles","United States",-118.2436849,34.0522342,"Los Angeles","2008[7]","7,850"
"319",19,"Tanjung Pelepas","Malaysia",103.551035,1.362374,"Tanjung Pelepas","2008[7]","5,600"
"320",20,"Long Beach","United States",-118.1937395,33.7700504,"Long Beach","2008[7]","6,350"
"321",21,"Laem Chabang","Thailand",100.9158073,13.1040552,"Laem Chabang","2008[7]","5,134"
"322",22,"Ho Chi Minh City (Saigon)","Vietnam",106.6296638,10.8230989,"Saigon","2008[7]","3,100"
"323",23,"Bremen/Bremerhaven","Germany",8.5809424,53.5395845,"Bremen","2008[7]","5,529"
"324",24,"New York and New Jersey","United States",-74.0059413,40.7127837,"New York","2008[7]","5,265"
"325",25,"Yingkou","China",122.108231,40.266062,"Yingkou","2008[7]","2,030"
"326",26,"Tanjung Priok (Jakarta)","Indonesia",106.8714848,-6.1320555,"Jakarta","2008[7]","3,984"
"327",27,"Lianyungang","China",119.221611,34.596653,"Lianyungang","2008[7]","3,001"
"328",28,"Tokyo","Japan",139.6917064,35.6894875,"Tokyo","2008[7]","4,271"
"329",29,"Mumbai","India",72.8776559,19.0759837,"Mumbai","2008[7]","3,953"
"330",30,"Algeciras","Spain",-5.456233,36.1407591,"Algeciras","2008[7]","3,324"
"331",31,"Valencia","Spain",-0.3762881,39.46991,"Valencia","2008[7]","3,593"
"332",32,"Khor Fakkan","United Arab Emirates",56.3432629,25.3365669,"Khor Fakkan","2008[7]","2,112"
"333",33,"Jeddah","Saudi Arabia",39.2375507,21.2854067,"Jeddah","2008[7]","3,326"
"334",34,"Colombo","Sri Lanka",79.861243,6.9270786,"Colombo","2008[7]","3,687"
"335",35,"Santos","Brazil",-46.3288865,-23.9678823,"Santos","2008[7]","2,675"
"336",36,"Felixstowe","United Kingdom",1.351255,51.961726,"Felixstowe","2008[7]","3,200"
"337",37,"Manila","Philippines",120.9842195,14.5995124,"Manila","2008[7]","2,977"
"338",38,"Seattle/Tacoma","United States",-122.3088165,47.4502499,"Seattle/Tacoma","2008[7]",""
"339",39,"Ambarli (Istanbul)","Turkey",28.7110539,40.9767748,"Istanbul","2008[7]",""
"340",40,"Tanger-Med (Tangiers)","Morocco",-5.7155548,35.7239191,"Tangiers","2008[7]",""
"341",41,"Savannah","United States",-81.0998342,32.0835407,"Savannah","2008[7]","2,616"
"342",42,"Balboa","Panama",-117.924131,33.607795,"Balboa","2008[7]","2,011"
"343",43,"Gioia Tauro","Italy",15.8988669,38.4262258,"Gioia Tauro","2008[7]","3,468"
"344",44,"Port Said","Egypt",32.3018661,31.2652893,"Port Said","2008[7]","3,202"
"345",45,"Salalah","Oman",54.1065864,17.0506675,"Salalah","2008[7]","3,068"
"346",46,"Keelung","Taiwan",121.7391833,25.1276033,"Keelung","2008[7]",""
"347",47,"Vancouver","Canada",-123.1207375,49.2827291,"Vancouver","2008[7]","2,307"
"348",48,"Malta Freeport","Malta",14.537637,35.816287,"Malta Freeport","2008[7]",""
"349",49,"Yokohama","Japan",139.6380256,35.4437078,"Yokohama","2008[7]","3,490"
"350",50,"Nagoya","Japan",136.906398,35.1814464,"Nagoya","2008[7]","2,817"
"351",1,"Shanghai","China",121.473701,31.230416,"Shanghai","2007[8]","26,150"
"352",2,"Singapore","Singapore",103.819836,1.352083,"Singapore","2007[8]","27,932"
"353",3,"Shenzhen","China",114.057865,22.543096,"Shenzhen","2007[8]","21,099"
"354",4,"Hong Kong","China",114.109497,22.396428,"Hong Kong","2007[8]","23,881"
"355",5,"Ningbo-Zhoushan","China",121.9880433,29.9016199,"Ningbo/Z-shan","2007[8]","9,349"
"356",6,"Busan","South Korea",129.0756416,35.1795543,"Busan","2007[8]","13,270"
"357",7,"Qingdao","China",120.382609,36.067108,"Qingdao","2007[8]","9,462"
"358",8,"Guangzhou","China",113.264385,23.12911,"Guangzhou","2007[8]","9,200"
"359",9,"Jebel Ali (Dubai)","United Arab Emirates",55.0272904,24.9857145,"Dubai","2007[8]","10,653"
"360",10,"Tianjin","China",117.200983,39.084158,"Tianjin","2007[8]","7,103"
"361",11,"Rotterdam","Netherlands",4.4777325,51.9244201,"Rotterdam","2007[8]","10,791"
"362",12,"Port Klang","Malaysia",101.39283,2.999852,"Port Klang","2007[8]","7,120"
"363",13,"Kaohsiung","Taiwan",120.3014353,22.6272784,"Kaohsiung","2007[8]","10,257"
"364",14,"Dalian","China",121.614682,38.914003,"Dalian","2007[8]","4,574"
"365",15,"Hamburg","Germany",9.9936818,53.5510846,"Hamburg","2007[8]","9,890"
"366",16,"Antwerp","Belgium",4.4024643,51.2194475,"Antwerp","2007[8]","8,176"
"367",17,"Xiamen","China",118.089425,24.479834,"Xiamen","2007[8]","4,627"
"368",18,"Los Angeles","United States",-118.2436849,34.0522342,"Los Angeles","2007[8]","8,355"
"369",19,"Tanjung Pelepas","Malaysia",103.551035,1.362374,"Tanjung Pelepas","2007[8]","5,500"
"370",20,"Long Beach","United States",-118.1937395,33.7700504,"Long Beach","2007[8]","7,316"
"371",21,"Laem Chabang","Thailand",100.9158073,13.1040552,"Laem Chabang","2007[8]","4,642"
"372",22,"Ho Chi Minh City (Saigon)","Vietnam",106.6296638,10.8230989,"Saigon","2007[8]","2,532"
"373",23,"Bremen/Bremerhaven","Germany",8.5809424,53.5395845,"Bremen","2007[8]","4,912"
"374",24,"New York and New Jersey","United States",-74.0059413,40.7127837,"New York","2007[8]","5,299"
"375",25,"Yingkou","China",122.108231,40.266062,"Yingkou","2007[8]","1,371"
"376",26,"Tanjung Priok (Jakarta)","Indonesia",106.8714848,-6.1320555,"Jakarta","2007[8]","3,900"
"377",27,"Lianyungang","China",119.221611,34.596653,"Lianyungang","2007[8]","2,001"
"378",28,"Tokyo","Japan",139.6917064,35.6894875,"Tokyo","2007[8]","3,818"
"379",29,"Mumbai","India",72.8776559,19.0759837,"Mumbai","2007[8]","4,060"
"380",30,"Algeciras","Spain",-5.456233,36.1407591,"Algeciras","2007[8]","3,152"
"381",31,"Valencia","Spain",-0.3762881,39.46991,"Valencia","2007[8]","3,043"
"382",32,"Khor Fakkan","United Arab Emirates",56.3432629,25.3365669,"Khor Fakkan","2007[8]","1,850"
"383",33,"Jeddah","Saudi Arabia",39.2375507,21.2854067,"Jeddah","2007[8]","3,068"
"384",34,"Colombo","Sri Lanka",79.861243,6.9270786,"Colombo","2007[8]","3,380"
"385",35,"Santos","Brazil",-46.3288865,-23.9678823,"Santos","2007[8]","2,533"
"386",36,"Felixstowe","United Kingdom",1.351255,51.961726,"Felixstowe","2007[8]","3,300"
"387",37,"Manila","Philippines",120.9842195,14.5995124,"Manila","2007[8]","2,800"
"388",38,"Seattle/Tacoma","United States",-122.3088165,47.4502499,"Seattle/Tacoma","2007[8]",""
"389",39,"Ambarli (Istanbul)","Turkey",28.7110539,40.9767748,"Istanbul","2007[8]",""
"390",40,"Tanger-Med (Tangiers)","Morocco",-5.7155548,35.7239191,"Tangiers","2007[8]",""
"391",41,"Savannah","United States",-81.0998342,32.0835407,"Savannah","2007[8]","2,604"
"392",42,"Balboa","Panama",-117.924131,33.607795,"Balboa","2007[8]","2,167"
"393",43,"Gioia Tauro","Italy",15.8988669,38.4262258,"Gioia Tauro","2007[8]","3,445"
"394",44,"Port Said","Egypt",32.3018661,31.2652893,"Port Said","2007[8]","2,127"
"395",45,"Salalah","Oman",54.1065864,17.0506675,"Salalah","2007[8]","2,600"
"396",46,"Keelung","Taiwan",121.7391833,25.1276033,"Keelung","2007[8]",""
"397",47,"Vancouver","Canada",-123.1207375,49.2827291,"Vancouver","2007[8]","2,208"
"398",48,"Malta Freeport","Malta",14.537637,35.816287,"Malta Freeport","2007[8]",""
"399",49,"Yokohama","Japan",139.6380256,35.4437078,"Yokohama","2007[8]","3,400"
"400",50,"Nagoya","Japan",136.906398,35.1814464,"Nagoya","2007[8]","2,890"
"401",1,"Shanghai","China",121.473701,31.230416,"Shanghai","2006[9]","21,710"
"402",2,"Singapore","Singapore",103.819836,1.352083,"Singapore","2006[9]","24,792"
"403",3,"Shenzhen","China",114.057865,22.543096,"Shenzhen","2006[9]","18,469"
"404",4,"Hong Kong","China",114.109497,22.396428,"Hong Kong","2006[9]","23,539"
"405",5,"Ningbo-Zhoushan","China",121.9880433,29.9016199,"Ningbo/Z-shan","2006[9]","7,068"
"406",6,"Busan","South Korea",129.0756416,35.1795543,"Busan","2006[9]","12,039"
"407",7,"Qingdao","China",120.382609,36.067108,"Qingdao","2006[9]","7,702"
"408",8,"Guangzhou","China",113.264385,23.12911,"Guangzhou","2006[9]","6,600"
"409",9,"Jebel Ali (Dubai)","United Arab Emirates",55.0272904,24.9857145,"Dubai","2006[9]","8,923"
"410",10,"Tianjin","China",117.200983,39.084158,"Tianjin","2006[9]","5,950"
"411",11,"Rotterdam","Netherlands",4.4777325,51.9244201,"Rotterdam","2006[9]","9,655"
"412",12,"Port Klang","Malaysia",101.39283,2.999852,"Port Klang","2006[9]","6,326"
"413",13,"Kaohsiung","Taiwan",120.3014353,22.6272784,"Kaohsiung","2006[9]","9,775"
"414",14,"Dalian","China",121.614682,38.914003,"Dalian","2006[9]","3,212"
"415",15,"Hamburg","Germany",9.9936818,53.5510846,"Hamburg","2006[9]","8,862"
"416",16,"Antwerp","Belgium",4.4024643,51.2194475,"Antwerp","2006[9]","7,019"
"417",17,"Xiamen","China",118.089425,24.479834,"Xiamen","2006[9]","4,019"
"418",18,"Los Angeles","United States",-118.2436849,34.0522342,"Los Angeles","2006[9]","8,470"
"419",19,"Tanjung Pelepas","Malaysia",103.551035,1.362374,"Tanjung Pelepas","2006[9]","4,770"
"420",20,"Long Beach","United States",-118.1937395,33.7700504,"Long Beach","2006[9]","7,289"
"421",21,"Laem Chabang","Thailand",100.9158073,13.1040552,"Laem Chabang","2006[9]","4,123"
"422",22,"Ho Chi Minh City (Saigon)","Vietnam",106.6296638,10.8230989,"Saigon","2006[9]","2,532"
"423",23,"Bremen/Bremerhaven","Germany",8.5809424,53.5395845,"Bremen","2006[9]","4,450"
"424",24,"New York and New Jersey","United States",-74.0059413,40.7127837,"New York","2006[9]","5,093"
"425",25,"Yingkou","China",122.108231,40.266062,"Yingkou","2006[9]","838"
"426",26,"Tanjung Priok (Jakarta)","Indonesia",106.8714848,-6.1320555,"Jakarta","2006[9]","3,280"
"427",27,"Lianyungang","China",119.221611,34.596653,"Lianyungang","2006[9]","1,302"
"428",28,"Tokyo","Japan",139.6917064,35.6894875,"Tokyo","2006[9]","3,969"
"429",29,"Mumbai","India",72.8776559,19.0759837,"Mumbai","2006[9]","3,298"
"430",30,"Algeciras","Spain",-5.456233,36.1407591,"Algeciras","2006[9]","3,257"
"431",31,"Valencia","Spain",-0.3762881,39.46991,"Valencia","2006[9]","2,612"
"432",32,"Khor Fakkan","United Arab Emirates",56.3432629,25.3365669,"Khor Fakkan","2006[9]","1,730"
"433",33,"Jeddah","Saudi Arabia",39.2375507,21.2854067,"Jeddah","2006[9]","2,964"
"434",34,"Colombo","Sri Lanka",79.861243,6.9270786,"Colombo","2006[9]","3,079"
"435",35,"Santos","Brazil",-46.3288865,-23.9678823,"Santos","2006[9]","2,208"
"436",36,"Felixstowe","United Kingdom",1.351255,51.961726,"Felixstowe","2006[9]","3,000"
"437",37,"Manila","Philippines",120.9842195,14.5995124,"Manila","2006[9]","2,638"
"438",38,"Seattle/Tacoma","United States",-122.3088165,47.4502499,"Seattle/Tacoma","2006[9]",""
"439",39,"Ambarli (Istanbul)","Turkey",28.7110539,40.9767748,"Istanbul","2006[9]",""
"440",40,"Tanger-Med (Tangiers)","Morocco",-5.7155548,35.7239191,"Tangiers","2006[9]",""
"441",41,"Savannah","United States",-81.0998342,32.0835407,"Savannah","2006[9]","2,160"
"442",42,"Balboa","Panama",-117.924131,33.607795,"Balboa","2006[9]","988"
"443",43,"Gioia Tauro","Italy",15.8988669,38.4262258,"Gioia Tauro","2006[9]","2,900"
"444",44,"Port Said","Egypt",32.3018661,31.2652893,"Port Said","2006[9]","2,127"
"445",45,"Salalah","Oman",54.1065864,17.0506675,"Salalah","2006[9]","2,390"
"446",46,"Keelung","Taiwan",121.7391833,25.1276033,"Keelung","2006[9]",""
"447",47,"Vancouver","Canada",-123.1207375,49.2827291,"Vancouver","2006[9]","1,767"
"448",48,"Malta Freeport","Malta",14.537637,35.816287,"Malta Freeport","2006[9]",""
"449",49,"Yokohama","Japan",139.6380256,35.4437078,"Yokohama","2006[9]","3,200"
"450",50,"Nagoya","Japan",136.906398,35.1814464,"Nagoya","2006[9]","2,740"
"451",1,"Shanghai","China",121.473701,31.230416,"Shanghai","2005[10]","18,084"
"452",2,"Singapore","Singapore",103.819836,1.352083,"Singapore","2005[10]","23,192"
"453",3,"Shenzhen","China",114.057865,22.543096,"Shenzhen","2005[10]","16,197"
"454",4,"Hong Kong","China",114.109497,22.396428,"Hong Kong","2005[10]","22,427"
"455",5,"Ningbo-Zhoushan","China",121.9880433,29.9016199,"Ningbo/Z-shan","2005[10]","5,208"
"456",6,"Busan","South Korea",129.0756416,35.1795543,"Busan","2005[10]","11,843"
"457",7,"Qingdao","China",120.382609,36.067108,"Qingdao","2005[10]","6,307"
"458",8,"Guangzhou","China",113.264385,23.12911,"Guangzhou","2005[10]","4,685"
"459",9,"Jebel Ali (Dubai)","United Arab Emirates",55.0272904,24.9857145,"Dubai","2005[10]","7,619"
"460",10,"Tianjin","China",117.200983,39.084158,"Tianjin","2005[10]","4,801"
"461",11,"Rotterdam","Netherlands",4.4777325,51.9244201,"Rotterdam","2005[10]","9,287"
"462",12,"Port Klang","Malaysia",101.39283,2.999852,"Port Klang","2005[10]","5,544"
"463",13,"Kaohsiung","Taiwan",120.3014353,22.6272784,"Kaohsiung","2005[10]","9,471"
"464",14,"Dalian","China",121.614682,38.914003,"Dalian","2005[10]","2,665"
"465",15,"Hamburg","Germany",9.9936818,53.5510846,"Hamburg","2005[10]","8,088"
"466",16,"Antwerp","Belgium",4.4024643,51.2194475,"Antwerp","2005[10]","6,482"
"467",17,"Xiamen","China",118.089425,24.479834,"Xiamen","2005[10]","3,342"
"468",18,"Los Angeles","United States",-118.2436849,34.0522342,"Los Angeles","2005[10]","7,485"
"469",19,"Tanjung Pelepas","Malaysia",103.551035,1.362374,"Tanjung Pelepas","2005[10]","4,177"
"470",20,"Long Beach","United States",-118.1937395,33.7700504,"Long Beach","2005[10]","6,710"
"471",21,"Laem Chabang","Thailand",100.9158073,13.1040552,"Laem Chabang","2005[10]","3,834"
"472",22,"Ho Chi Minh City (Saigon)","Vietnam",106.6296638,10.8230989,"Saigon","2005[10]","2,122"
"473",23,"Bremen/Bremerhaven","Germany",8.5809424,53.5395845,"Bremen","2005[10]","3,736"
"474",24,"New York and New Jersey","United States",-74.0059413,40.7127837,"New York","2005[10]","4,785"
"475",25,"Yingkou","China",122.108231,40.266062,"Yingkou","2005[10]","634"
"476",26,"Tanjung Priok (Jakarta)","Indonesia",106.8714848,-6.1320555,"Jakarta","2005[10]","3,282"
"477",27,"Lianyungang","China",119.221611,34.596653,"Lianyungang","2005[10]","1,005"
"478",28,"Tokyo","Japan",139.6917064,35.6894875,"Tokyo","2005[10]","3,593"
"479",29,"Mumbai","India",72.8776559,19.0759837,"Mumbai","2005[10]","2,667"
"480",30,"Algeciras","Spain",-5.456233,36.1407591,"Algeciras","2005[10]","3,180"
"481",31,"Valencia","Spain",-0.3762881,39.46991,"Valencia","2005[10]","2,410"
"482",32,"Khor Fakkan","United Arab Emirates",56.3432629,25.3365669,"Khor Fakkan","2005[10]","1,929"
"483",33,"Jeddah","Saudi Arabia",39.2375507,21.2854067,"Jeddah","2005[10]","2,836"
"484",34,"Colombo","Sri Lanka",79.861243,6.9270786,"Colombo","2005[10]","2,455"
"485",35,"Santos","Brazil",-46.3288865,-23.9678823,"Santos","2005[10]","2,240"
"486",36,"Felixstowe","United Kingdom",1.351255,51.961726,"Felixstowe","2005[10]","2,700"
"487",37,"Manila","Philippines",120.9842195,14.5995124,"Manila","2005[10]","2,625"
"488",38,"Seattle/Tacoma","United States",-122.3088165,47.4502499,"Seattle/Tacoma","2005[10]",""
"489",39,"Ambarli (Istanbul)","Turkey",28.7110539,40.9767748,"Istanbul","2005[10]",""
"490",40,"Tanger-Med (Tangiers)","Morocco",-5.7155548,35.7239191,"Tangiers","2005[10]",""
"491",41,"Savannah","United States",-81.0998342,32.0835407,"Savannah","2005[10]","1,902"
"492",42,"Balboa","Panama",-117.924131,33.607795,"Balboa","2005[10]","663"
"493",43,"Gioia Tauro","Italy",15.8988669,38.4262258,"Gioia Tauro","2005[10]","3,161"
"494",44,"Port Said","Egypt",32.3018661,31.2652893,"Port Said","2005[10]","1,522"
"495",45,"Salalah","Oman",54.1065864,17.0506675,"Salalah","2005[10]","2,492"
"496",46,"Keelung","Taiwan",121.7391833,25.1276033,"Keelung","2005[10]",""
"497",47,"Vancouver","Canada",-123.1207375,49.2827291,"Vancouver","2005[10]","1,665"
"498",48,"Malta Freeport","Malta",14.537637,35.816287,"Malta Freeport","2005[10]",""
"499",49,"Yokohama","Japan",139.6380256,35.4437078,"Yokohama","2005[10]","2,873"
"500",50,"Nagoya","Japan",136.906398,35.1814464,"Nagoya","2005[10]","2,470"
"501",1,"Shanghai","China",121.473701,31.230416,"Shanghai","2004[11]","14,557"
"502",2,"Singapore","Singapore",103.819836,1.352083,"Singapore","2004[11]","21,329"
"503",3,"Shenzhen","China",114.057865,22.543096,"Shenzhen","2004[11]","13,615"
"504",4,"Hong Kong","China",114.109497,22.396428,"Hong Kong","2004[11]","21,984"
"505",5,"Ningbo-Zhoushan","China",121.9880433,29.9016199,"Ningbo/Z-shan","2004[11]","4,006"
"506",6,"Busan","South Korea",129.0756416,35.1795543,"Busan","2004[11]","11,430"
"507",7,"Qingdao","China",120.382609,36.067108,"Qingdao","2004[11]","5,140"
"508",8,"Guangzhou","China",113.264385,23.12911,"Guangzhou","2004[11]","3,308"
"509",9,"Jebel Ali (Dubai)","United Arab Emirates",55.0272904,24.9857145,"Dubai","2004[11]","6,429"
"510",10,"Tianjin","China",117.200983,39.084158,"Tianjin","2004[11]","3,814"
"511",11,"Rotterdam","Netherlands",4.4777325,51.9244201,"Rotterdam","2004[11]","8,281"
"512",12,"Port Klang","Malaysia",101.39283,2.999852,"Port Klang","2004[11]","5,244"
"513",13,"Kaohsiung","Taiwan",120.3014353,22.6272784,"Kaohsiung","2004[11]","9,714"
"514",14,"Dalian","China",121.614682,38.914003,"Dalian","2004[11]","2,211"
"515",15,"Hamburg","Germany",9.9936818,53.5510846,"Hamburg","2004[11]","7,003"
"516",16,"Antwerp","Belgium",4.4024643,51.2194475,"Antwerp","2004[11]","6,064"
"517",17,"Xiamen","China",118.089425,24.479834,"Xiamen","2004[11]","2,872"
"518",18,"Los Angeles","United States",-118.2436849,34.0522342,"Los Angeles","2004[11]","7,321"
"519",19,"Tanjung Pelepas","Malaysia",103.551035,1.362374,"Tanjung Pelepas","2004[11]","4,020"
"520",20,"Long Beach","United States",-118.1937395,33.7700504,"Long Beach","2004[11]","5,780"
"521",21,"Laem Chabang","Thailand",100.9158073,13.1040552,"Laem Chabang","2004[11]","3,529"
"522",22,"Ho Chi Minh City (Saigon)","Vietnam",106.6296638,10.8230989,"Saigon","2004[11]","1,868"
"523",23,"Bremen/Bremerhaven","Germany",8.5809424,53.5395845,"Bremen","2004[11]","3,469"
"524",24,"New York and New Jersey","United States",-74.0059413,40.7127837,"New York","2004[11]","4,478"
"525",25,"Yingkou","China",122.108231,40.266062,"Yingkou","2004[11]","N/A"
"526",26,"Tanjung Priok (Jakarta)","Indonesia",106.8714848,-6.1320555,"Jakarta","2004[11]","3,170"
"527",27,"Lianyungang","China",119.221611,34.596653,"Lianyungang","2004[11]","N/A"
"528",28,"Tokyo","Japan",139.6917064,35.6894875,"Tokyo","2004[11]","3,358"
"529",29,"Mumbai","India",72.8776559,19.0759837,"Mumbai","2004[11]","2,361"
"530",30,"Algeciras","Spain",-5.456233,36.1407591,"Algeciras","2004[11]","2,937"
"531",31,"Valencia","Spain",-0.3762881,39.46991,"Valencia","2004[11]","2,145"
"532",32,"Khor Fakkan","United Arab Emirates",56.3432629,25.3365669,"Khor Fakkan","2004[11]","1,819"
"533",33,"Jeddah","Saudi Arabia",39.2375507,21.2854067,"Jeddah","2004[11]","2,426"
"534",34,"Colombo","Sri Lanka",79.861243,6.9270786,"Colombo","2004[11]","2,221"
"535",35,"Santos","Brazil",-46.3288865,-23.9678823,"Santos","2004[11]","1,883"
"536",36,"Felixstowe","United Kingdom",1.351255,51.961726,"Felixstowe","2004[11]","2,717"
"537",37,"Manila","Philippines",120.9842195,14.5995124,"Manila","2004[11]","2,698"
"538",38,"Seattle/Tacoma","United States",-122.3088165,47.4502499,"Seattle/Tacoma","2004[11]",""
"539",39,"Ambarli (Istanbul)","Turkey",28.7110539,40.9767748,"Istanbul","2004[11]",""
"540",40,"Tanger-Med (Tangiers)","Morocco",-5.7155548,35.7239191,"Tangiers","2004[11]",""
"541",41,"Savannah","United States",-81.0998342,32.0835407,"Savannah","2004[11]","1,662"
"542",42,"Balboa","Panama",-117.924131,33.607795,"Balboa","2004[11]",""
"543",43,"Gioia Tauro","Italy",15.8988669,38.4262258,"Gioia Tauro","2004[11]","3,261"
"544",44,"Port Said","Egypt",32.3018661,31.2652893,"Port Said","2004[11]","869"
"545",45,"Salalah","Oman",54.1065864,17.0506675,"Salalah","2004[11]","2,229"
"546",46,"Keelung","Taiwan",121.7391833,25.1276033,"Keelung","2004[11]",""
"547",47,"Vancouver","Canada",-123.1207375,49.2827291,"Vancouver","2004[11]",NA
"548",48,"Malta Freeport","Malta",14.537637,35.816287,"Malta Freeport","2004[11]",""
"549",49,"Yokohama","Japan",139.6380256,35.4437078,"Yokohama","2004[11]","2,718"
"550",50,"Nagoya","Japan",136.906398,35.1814464,"Nagoya","2004[11]","2,304"
